asn,isp
25106,Mobile TeleSystems JLLC
25107,AS Meridian Trade Bank
25108,IOMART HOSTING LIMITED
25109,HUK-COBURG VVaG
25111,Coloplast A/S
25113,Orange S.A.
25115,DIEHL Informatik GmbH
25116,H88 WEB HOSTING S.R.L.
25117,Euro-Information-Europeenne de Traitement de l'Information SAS
25118,Web-Com Plus Ltd
25119,State Publishing House The Press of Ukraine of the State Business Management
25122,GULFSATCOMMUNICATIONS COMPANY K.S.C.
25124,Datak Company LLC
25125,Local Authorities Data Processing Center Company Ltd Corp
25126,TIWAG-Tiroler Wasserkraft AG
25129,Scientific-Production Center Monitoring Ltd
25133,LLC McLaut-Invest
25135,vodafone_uk_asn
25136,Portima
25139,TVCABO - Comunicacoes Multimedia Lda.
25141,Teleradiocompany Soniko-Svyaz Ltd
25143,Company Zagalni Merezhi Ltd
25144,Telekomunikacije Republike Srpske akcionarsko drustvo Banja Luka
25145,TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.
25146,Real Time Services Cloud AB
25147,Ecoplast OOD
25148,Basefarm AS
25149,Droga Kolinska d.d.
25150,DCTel Ltd
25151,Cyso Group B.V.
25152,Reseaux IP Europeens Network Coordination Centre (RIPE NCC)
25154,Currency One S.A.
25155,Star Soft Ltd.
25156,Inrete s.r.l
25158,ETICK PARS Intelligent Technologies Expansions Company PVT.J.S
25159,PJSC MegaFon
25160,Vorboss Limited
25163,21 st Century Technologies Limited
25164,Flughafen Zurich AG
25165,Entri LLC
25166,MAIL.BG Ssc
25167,TuK Datentechnik Oliver Knapp
25173,ISKRA elektro in elektronska industrija
25174,Osokorky Online LLC
25176,AC-Net Externservice AB
25180,Exponential-E Ltd.
25181,Sony Europe B.V.
25182,Stichting Nederlandse Publieke Omroep
25183,TOV N-Tema
25184,Afranet
25185,PSI COMPANY LIMITED
25186,Orange S.A.
25189,AO Countrycom
25190,UAB Kauno interneto sistemos
25192,CZ.NIC z.s.p.o.
25193,M'yalyk Oleksandr Nychyporovych PP
25194,AGC Glass Europe
25198,INTERKVM HOST SRL
25199,Vizart Ltd.
25203,Inkom Plus Ltd.
25206,Unacs - Yuri Jordanov Ltd.
25210,NeoCom-service Ltd
25211,Euro Crypt EOOD
25213,Cargotec Oyj
25215,BNP PARIBAS S.A.
25220,equada network GmbH
25222,Inmarsat Solutions B.V.
25223,InfraCom Managed Services AB
25224,STS Invest Holding AD
25225,CGI Norge AS
25227,JSC Avantel
25228,Wifi Capital LTD
25229,Kyivski Telekomunikatsiyni Merezhi LLC
25231,State Budget Enterprise of Novosibirsk region Novosibirsk region center of inf
25233,ARABIAN INTERNET & COMMUNICATIONS SERVICES CO.LTD
25234,ACTIVE 24 s.r.o.
25236,United Networks of Ukraine Ltd
25237,ISRAEL PORTS DEVELOPMENT and ASSETS COMPANY LTD
25241,Information Centre of the Ministry of the Interior
25242,KUWAIT UNIVERSITY
25244,deCode Inc.
25247,Ibercaja
25248,RADIOKOMUNIKACE a.s.
25249,Magticom Ltd.
25250,Gambia Telecoms Backbone Network Network
25251,Alpha Online Ltd
25252,Volvo Information Technology AB
25253,CAIXA GERAL DE DEPOSITOS SA
25255,Hutchison Drei Austria GmbH
25256,FOP Starchenko Oleksiy
25259,MEDIAPRO CLOUD S.L.
25260,QualityHosting AG
25261,IBERIA LINEAS AEREAS DE ESPANA SOCIEDAD ANONIMA OPERADORA
25264,Afagh Andish Dadeh Pardis Co. Ltd
25267,Colegio de Registradores de la Propiedad y Mercantiles de Espana
25268,CARGO PARTNER GMBH
25269,Public Joint-stock company UNEX Bank
25273,Broadcasting Center Europe (an RTL Group Company)
25274,Naracom Kft.
25275,Richemont International SA
25276,ITMedia GmbH
25277,POSLuH d.o.o za informaticke usluge i trgovinu
25278,Autoritatea pentru Digitalizarea Romaniei
25279,Treml+Sturm Datentechnik GmbH
25281,MTM s.a.r.l
25282,Keeper-Soft Ltd.
25285,Boletin Oficial del Estado
25286,CANALWEB SAS
25288,LLC LIR UKRAINE
25289,BNP Paribas (Suisse) SA
25291,SysEleven GmbH
25292,Federal State Unitary Enterprise The Russian Television and Radio Broadcasting
25297,COMSA EMTE SL
25299,Kompeatelecom Ltd.
25300,VEM SISTEMI S.p.A.
25301,Srnet srl
25303,KDD - Centralna klirinsko depotna druzba d.d.
25304,Universitatea TRANSILVANIA Brasov
25305,Albedo S.r.l.
25306,IsIran
25308,CityLanCom LTD
25309,CONSORZIO TOP IX - TORINO E PIEMONTE EXCHANGE POINT CC
25310,Vodafone Enterprise U.K.
25315,TOB AVGZ
25317,TeleMark Telekommunikationsgesellschaft Mark mbH
25318,SC Provision Software Division SRL
25321,Brink's Cash Solutions (CZ) a.s.
25323,YAPI VE KREDI BANKASI A.S.
25326,Constantin Brancoveanu University
25328,HEP-TELEKOMUNIKACIJE d.o.o.
25332,Linkos Ltd.
25335,NEXT GLOBAL SERVICES L.P.
25337,ALL IP DOO
25341,LLC Nauchno proizvodstvennaya Firma Raspredelennaya Obrabotka Informacii
25342,DER Touristik Suisse AG
25343,Coventry University Computing Services
25344,Technofutur TIC ASBL
25349,Academset Ltd
25350,Nuovo Pignone International S.r.l
25352,H B H Trade Center v/Henrik Bo Hansen
25353,BAR Informatik AG
25354,Entidad Publica Empresarial Red.es
25355,Intelecom LLC
25356,SECURITAS DIRECT ESPANA S.A.U.
25358,Novso SARL
25364,Egypt Cyber Cenyer Network
25365,Tomsoft d.o.o.
25367,Proximus Luxembourg S.A.
25369,Hydra Communications Ltd
25371,Keldysh Institute of Applied Mathematics Russian Academy of Sciences
25372,IT Consulting L.L.C.
25373,National Agency for Network and Electronic Services
25374,ESCOM Ltd. - Haskovo
25375,Leunet AG
25376,Netnorth Limited
25377,Ministerie van Buitenlandse Zaken
25378,BCR Asigurari SA
25379,PEKITEL Ltd.
25381,LLC Svyaztranzit
25384,Kyndryl Danmark ApS
25386,Inter-Telecom LLC
25387,Goteborgs Stad
25389,Amaliy Aloqalar Biznesi Ltd.
25391,SSH Communications Security Corporation
25393,Internet Invest Ltd.
25394,MK Netzdienste GmbH & Co. KG
25398,Technosphere Ltd.
25400,Telia Norge AS
25403,Firm Delta PE
25406,SPLIUS UAB
25407,TAXBACK LTD
25408,JSC ER-Telecom Holding
25409,Alsys Net SRL
25411,Ertel & Friends Multimedia GmbH
25412,CORPORACIO CATALANA DE MITJANS AUDIOVISUALS S.A.
25413,ASML Netherlands B.V.
25415,ADDIX Internet Services GmbH
25417,Ljusdals Elnat AB
25418,CQ International B.V.
25419,Meyle+Mueller GmbH+Co. KG
25421,John Lewis Plc.
25424,InterneXt 2000 s.r.o.
25426,Corelia SAS
25428,Colruyt Group Services NV
25429,CBINET Burundi
25431,Gama Electronics d.o.o.
25432,Infineon Technologies AG
25433,HenZ.nl B.V.
25435,META10 AG
25436,PJSC Rostelecom
25437,Osipenko Alexander Nikolaevich
25439,Polska Wytwornia Papierow Wartosciowych S.A.
25441,Imagine Communications Group Limited
25443,International Data Group Poland S.A.
25444,Headquarters of National Armed Forces Republic of Latvia
25445,Austria Card-Plastikkarten und Ausweissysteme Gesellschaft m.b.H.
25446,JSC ER-Telecom Holding
25447,JM-DATA GmbH
25448,PE Avtsynov Mikhail Alexandrovich
25449,GPKK Gubernskie apteki
25450,Toyota Boshoku Europe N.V.
25451,RU LLC
25454,ORANGE MOLDOVA S.A.
25455,Guardfox SRL
25456,Physical person-businessman Rostilo Sergey Alexandrovich
25459,Eurofiber Cloud Infra B.V.
25460,The Networking People (TNP) Limited
25461,Serviciul de Informatii Externe
25462,RETN Limited
25464,Telesign Mobile Limited
25465,Business Integrated Operating Systems M.E. LLC
25466,Liden Data Internetwork AB
25467,Akton d.o.o.
25468,Rzeszow University of Technology
25470,SSE PLC
25471,B_SMART.NET S.A.R.L
25472,WIND-AS
25473,EVRY Sweden AB
25474,OKB-TELECOM OJSC
25478,iHome LLC
25479,IT Now S.A.
25481,SYCOR GmbH
25482,Private Enterprise Law Firm Status
25485,VeriSign Inc.
25486,AirAccess GmbH trading as 'Lightup Network Solutions GmbH & Co. KG
25487,Digital Value SL
25488,Comune di Novara
25490,PJSC Rostelecom
25491,Basic ISP s.a.r.l.
25495,Kancelaria Sejmu
25496,ZSR - ZT Bratislava
25497,AT&T Global Network Services Nederland B.V.
25498,MOBICOM Ltd.
25499,Zavarovalnica Triglav d.d.
25500,User Association of Ukrainian Research and Academic Network URAN
25503,Odessa National Polytechnic University
25504,Vautron Rechenzentrum AG
25505,GRYGORIY CHEREDA
25506,Telewizja Polska S.A.
25508,ARQUIA BANK SA.
25509,Hringidan ehf / Vortex Inc
25511,JSC RCS
25512,CD-Telematika a.s.
25513,PJSC Moscow city telephone network
25514,Modus-Global LLC
25515,CTCNET-AS
25516,init AG fuer digitale Kommunikation
25518,ZUCCHETTI SPA
25520,JSC Futures Telecom
25521,PJSC Industrial Media Network
25522,Travelport Austria GmbH
25523,Polskie_Radio_SA
25526,LAMBDA LLC
25527,Cartel-Sistem SRL
25528,A1 Hrvatska d.o.o.
25529,SOKIL LTD
25530,SFT Company LLC
25531,PJSC Rostelecom
25532,LLC MASTERHOST
25534,10G.KZ LLC
25536,Metav SA
25538,Internet Ulm/Neu-Ulm e.V.
25539,Hungarian Power System Operator Co.
25540,Alphalink SASU
25541,MERKUR TRGOVINA D.O.O.
25542,Denit B.V.
25543,ONATEL/FasoNet's Autonomous System ONATEL BURKINA
25544,Eroski Scoop.
25545,Avanza Bank AB
25546,Brookland Computer Services Limited
25548,SCS-Telecom Ltd.
25549,JSC Avantel
25552,Getin Noble Bank Spolka Akcyjna
25553,TRK Gluhov Ltd.
25554,Ministry of Finance of Bulgarian Government
25557,TAURON WYTWARZANIE SPOLKA AKCYJNA
25560,rh-tec Business GmbH
25562,Sony Interactive Entertainment Europe Limited
25563,Webland AG
25565,NETANYA ACADEMIC COLLEGE
25566,Sosyal Guvenlik Kurumu(SGK)
25568,Kenyaweb.com Nairobi Kenya
25569,InfoCamere SCpA
25575,Ledl.net GmbH
25576,AFMIC Autonomous System Egypt
25577,CloudCoCo Connect Limited
25579,SKYTRON Communications GmbH & Co KG
25581,GMG AG
25582,Linix Ltd
25584,Opole University
25585,Kencomp Internet Ltd
25588,Six Degrees Technology Group Limited
25589,IPv6 Informatica S.L.
25591,BCLan LLC
25592,NETIS Telecom Inc.
25593,LinkByNet S.A.S.
25594,Calik Holding A.S
25596,Cambrium IT Services B.V.
25598,fenaco Genossenschaft
25600,-Reserved AS-
25601,FreedomNet
25602,Travelers Property Casualty Corp.
25603,Nationwide Mutual Insurance Company
25604,GULF SOUTH PIPELINE CO LP
25605,Cisco OpenDNS LLC
25606,Cooperative Communications Inc.
25607,IBW Communications
25609,Detroit Medical Center
25611,North Shore Long Island Jewish Health System
25612,DSL EXPRESS
25614,TJM Institutional Services LLC.
25615,Broadband Visions LLC
25617,Smith and Nephew Inc.
25619,Airosurf
25620,COTAS LTDA.
25621,Genesis Health System
25622,Global Payments Inc.
25623,TowardEX Technologies International Inc.
25625,IP Access International
25627,Business Telecommunications Services Inc
25628,Collier County Clerk of the Circuit Court
25629,Albemarle County Public Schools
25630,RP Management LLC
25631,Gallaudet University
25632,NorthBay Healthcare Corporation
25633,DATAMATX INC
25635,Southern Alberta Institute of Technology
25636,NorthernTel Limited Partnership
25637,The Park Region Mutual Telephone Co
25639,The Center for Rural Development Inc.
25640,Hawaii Department of Education
25641,-Reserved AS-
25642,The Frohman Group Inc.
25643,New Era Technology Inc
25645,Momentum Telecom Inc.
25647,-Reserved AS-
25648,Parallax Systems
25649,AYERA TECHNOLOGIES INC.
25651,Gila River Telecommunications Inc.
25652,InRoads Federal Credit Union
25653,FortressITX
25655,Overstock.com
25656,University of Mississippi
25657,Basecamp LLC
25660,Consolidated Communications Inc.
25664,Solano County Office of Education
25665,Veritas Technologies LLC
25667,Home Shopping Network
25668,Cipherkey Exchange Corp.
25669,MARKERTEK VIDEO SUPPLY
25670,thinkCSC
25671,Wholesale Air-time Inc.
25672,Ardent Credit Union
25673,Cellnet Innovations Inc.
25674,Lingo Telecom LLC
25675,Morpheus Data LLC
25677,Auctiva Corporation
25678,Schiff Hardin & Waite
25679,Tulsa Datacenter LLC
25680,Eastern Mennonite University
25682,FORK SYSTEMS
25683,First Financial Bank
25687,KVH INDUSTRIESINC.
25688,The William Carter Company
25689,Shared Services Canada
25691,Connecticut State Colleges & Universities Connecticut State University System
25692,AEGIS INFORMATION SYSTEMS INC
25694,Atomic Data LLC
25695,Leo (PTY) LTD
25696,PDP Group Inc.
25697,UpCloud USA Inc
25699,Wilsonart International
25706,Interlink Connectivity Inc
25709,Lamar University
25710,i3 Broadband
25711,Vermeer Manufacturing Company
25712,Computer Services Inc
25713,FAMILY DOLLAR Inc.
25714,The Kansas City Southern Railway Co.
25715,SOUTHWEST MINNESOTA BROADBAND SERVICES
25716,Trane Technologies Company LLC
25717,Essity Hygiene and Health
25718,Turismo Cocha S.A
25720,Honeycomb Internet Services
25721,Morningstar Inc.
25724,Virtual Communications
25725,E INK CORPORATION
25728,Lambton College of Applied Arts and Technology
25729,City of Irving
25732,Total Card Inc.
25733,Lear Corporation (LEA)
25738,Herzing INC
25739,Adtran Inc.
25740,Point72 Asset Management LP
25744,Logic Springs Technologies
25746,Unisys Corporation
25747,Epic Systems Corporation
25748,CQG Inc.
25750,Southwestern Vermont Health Care
25751,Conversant Inc.
25753,California Public Employees' Retirement System
25754,Blueprint America Inc.
25755,National Public Radio Inc.
25758,MIDWEST EXPRESS INC
25760,Mellanox Technologies
25762,Bank of China
25763,Beacon Hill Staffing Group LLC
25764,iFiber Communications Corp.
25765,CQG Inc.
25766,LightSpar LLC
25769,Garden Valley Telephone Company
25770,Society for Human Resource Management
25771,PSI/Maximus
25773,RADWARE INC.
25774,Better eSolution
25775,Gladson LLC
25776,University of Oklahoma
25777,Subaru of New England
25778,The Urban Institute
25779,432 INTERNET LLC
25780,HugeServer Networks LLC
25785,Real Estate Digital LLC
25786,Newegg.com
25787,Rowe Wireless Networks LLC
25788,Centerview Partners LLC
25789,Loyola Marymount University
25791,Stack Exchange Inc.
25792,TMC Healthcare
25794,Dairyland Power Cooperative
25795,ARP NETWORKS INC.
25797,Teranet Inc.
25798,NTS Communications LLC
25800,-Reserved AS-
25801,Automated Financial Systems
25802,Home Box Office
25806,Raley's
25807,Arlington County Government
25808,Town of Concord MA
25809,Bose Corporation
25810,The New London Hospital Association Inc
25813,HOV Services Inc.
25814,DigitalC
25815,US ITEK Incorporated
25816,Touro College
25817,SMARTECH CORPORATION
25818,cmcnetworks
25819,Collier Technologies LLC
25820,IT7 Networks Inc
25821,Priseda LLC
25823,CHURCH OF SCIENTOLOGY FLAG SERVICE ORGANIZATION INC.
25825,Poudre Valley Health Care Inc.
25826,University of Ottawa
25829,Smithsonian Institution
25830,Blue Valley Tele-communications Inc.
25831,-Reserved AS-
25832,Cia. de Processamento de Dados do Estado da Bahia
25833,The Ontario College of Teachers
25836,Sterling Jewelers Inc.
25837,DATALINK INFORMATION TECHNOLOGIES INC.
25840,Cascade Access LLC
25841,Fusionapps LLC.
25842,Advance 2000 Inc.
25843,EvolveIP LLC
25844,Skadden Arps
25845,Virginia Mason Medical Center
25849,Resilient Cyber Solutions
25850,Carestream Health Inc.
25851,ALTIUS Broadband LLC
25853,Ellijay Telephone Company
25854,Dealertrack Inc.
25857,American Chemical Society
25861,nDeviX
25862,ISNX LLC
25863,Hunter Engineering Company
25864,Latisys-Irvine LLC
25867,HEWLETT PACKARD ENTERPRISE COMPANY
25868,LIFE QUOTES INC.
25869,HSBC Bank USA
25871,Willkie Farr & Gallagher
25872,Rocky View Schools
25873,MERCY MEDICAL CENTER
25875,FriendFinder Networks Inc
25876,Los Angeles Department of Water & Power
25878,Quinstreet Inc.
25879,UP Health System - Marquette
25880,Public joint-stock company RUTELEKOM
25883,Citigroup Inc.
25884,Wizards of the Coast
25885,OPAQ Networks Inc.
25886,HP Inc.
25888,HP Inc.
25889,BancorpSouth Inc.
25890,BLUEFOX COMMUNICATIONS
25891,School Of Visual Arts Inc.
25892,VTX Telecom
25894,MX2 Technology Inc
25895,HART
25896,IPC Network Services Inc.
25898,Full Sail Inc.
25899,LS Networks
25905,FireServe LLC
25906,Life Technologies Corp.
25907,BRINKER INTERNATIONAL INC
25909,Steven Madden LTD.
25910,City of Oxnard
25911,Repsol Services Company
25913,APPLIED SYSTEMS INC
25914,Quadro Communications Co-Operative Inc
25915,WASHINGTON SARATOGA WARREN HAMILTON & ESSEX BOCES
25916,The Freeman Companies
25917,ROCKWELL AUTOMATION Inc.
25918,Lima Memorial Hospital
25919,CMD Group
25920,Baseline Data Services LLC
25921,LUS Fiber
25922,Acuity - CHS LLC
25923,ChoicePoint Inc.
25924,Graham Capital Management L.P.
25925,City of Lethbridge
25929,Millennium Pharmaceuticals Inc.
25930,Genesis Healthcare Corporation
25931,Sodexo Inc.
25932,Disney Worldwide Services Inc.
25933,Vogel Soluções em Telecom e Informática S/A
25934,Syniverse Technologies LLC
25935,Erie 1 BOCES
25936,METROPOLITAN JEWISH HEALTH SYSTEM
25938,Soros Fund Management LLC
25940,TIBCO Software Inc.
25941,SuperClubs.com
25943,Point Broadband Fiber Holding LLC
25946,NetAccess Systems Inc
25948,Datablocks Inc
25950,Beggs Telephone Company Inc.
25951,HP Inc.
25952,AEA Investors Inc.
25953,Wolf Haldenstein Adler Freeman & Herz LLP
25955,Proskauer Rose LLP
25956,Alpheus Data Services L.L.C.
25958,Marshfield Clinic Inc.
25961,Alyrica Networks Inc.
25963,Tarrant County College District
25964,Henry County Board of Education
25965,BRAMCO LLC
25966,Coherent Inc.
25967,OPEN ACCESS TECHNOLOGY INTERNATIONAL INC.
25968,Southeastern Louisiana University
25969,St. Louis University
25970,IAC Services LLC
25971,Milwaukee Public Schools
25972,SAP Labs
25973,PacketExchange Inc
25974,Hotwire Inc.
25975,NET2ATLANTA.COM LLC
25977,HOUSTON COMMUNITY COLLEGE SYSTEM
25978,-Reserved AS-
25979,CITY OF MADISON
25981,QS Investors Holdings LLC
25984,MedStar Health
25985,SymbioSystems LLC
25987,Westchester Library System
25988,Platanum
25989,StoneEagle Insurance Systems Inc.
25990,OEC Graphics
25991,Bendix Commerical Vehicle Systems
25992,Las Vegas Metropolitan Police Department
25993,AT&T Labs Inc.
25995,California Telehealth Network
25996,FBI Criminal Justice Information Systems
25997,O'Melveny & Myers LLP
25999,Provision Data Systems Inc.
26001,BLUIP INC
26002,Southern University
26004,NTT Global Data Centers Americas INC.
26005,Callaway Golf
26007,Swick Technologies LLC
26008,Akamai Technologies Inc.
26009,California Credit Union
26010,Qlogic Corporation
26011,Lexington Medical Center
26013,Ave Maria University
26016,-Reserved AS-
26017,Bettendorf Public Library
26018,-Reserved AS-
26020,Space Telescope Science Institute
26021,Unicycle LLC
26025,City of Calgary
26026,Butler University
26027,Big Dog Internet
26028,Panduit Corp.
26030,GHS Data Management
26031,Monmouth County
26032,TEST RITE PRODUCTS CORP.
26034,Delta Technology
26035,aeonex
26036,Kootenai Medical Center
26037,Red Deer College
26038,Elevate Technology Group
26039,Athene Annuity and Life Company
26042,FiberState LLC
26043,National Education Association
26045,Lubbock County
26046,Utah State University
26047,M.G. Mead and Company
26048,CHILENA CONSOLIDADA SEGUROS S.A.
26050,SOUTHEASTERN ASSET MANAGEMENT INC.
26051,-Reserved AS-
26052,Fortis Clearing Chicago LLC
26053,Symphony Retail AI
26054,Thryv
26057,Mediaocean LLC
26058,Netsmart Technologies
26059,City of Pittsburgh
26060,ECS Tuning LLC
26062,IBM
26063,Alcon Labs Inc.
26064,City of Kings Mountain
26065,Anchin Block & Anchin LLP
26066,Napa Valley Unified School District
26068,OnShore Inc.
26069,Alvernia University
26071,Lakehead University
26072,FirstEnergy Corp.
26073,Cofractal Inc.
26074,Fresh Direct LLC
26075,Municipal Credit Union of NY
26076,Block Line Systems LLC
26077,Nextlink Broadband
26078,J.R. Thompson Company
26081,Santee Cooper
26082,Power Shift Computer Services Inc.
26083,Newedge Facilities Management Inc.
26084,PCI
26085,Oath Holdings Inc.
26086,Best Buy Co. Inc.
26087,Gardner-Webb University
26088,Inland Internet
